ID_SEDE_IRCA;COD_DANE;MUNICIPIO_BASE;NOMBRE_SEDE_BASE;MEN_COINCIDE;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_TOTAL_MATRICULA;MEN_LATITUD;MEN_LONGITUD;MEN_COORDENADA_VALIDA;USO_COORDENADA_MEN;USO_MATRICULA_MEN
343;276243000403;EL AGUILA;I.E SANTA MARTA SEDE SAGRADO CORAZON DE JESUS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA MARTA;SAGRADO CORAZON DE JESUS;19;4.87;-76.1;SI;NO;NO
344;276054000079;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE SEBASTIAN DE BELARCAZAR;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
345;276054000087;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE JUAN HURTADO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
346;276054000095;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE DOLORES SALAZAR LOPEZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
347;276054000117;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE LIGIA RAMIREZ HOYOS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.94;;;;0;;;NO;NO;NO
348;276243000179;EL AGUILA;I.E SANTA MARTA SEDE ALBERTINA HOYOS DE OSORIO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA MARTA;ALBERTINA HOYOS DE OSORIO;12;4.85;-76.07;SI;NO;NO
349;276823000249;TORO;I.E TECNICA AGROPECUARIA SEDE JOSE MARIA CORDOBA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE  TECNICA AGROPECUARIA TORO;JOSE MARIA CORDOBA;36;4.63;-76.11;SI;NO;NO
350;276828000239;TRUJILLO;CENTRO EDUCATIVO CENT DOC N. 23 SIMON BOLIVAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MANUEL MARIA MALLARINO;SIMÓN BOLIVAR;11;4.24;-76.28;SI;NO;NO
351;;EL AGUILA;I.E EL AGUILA SEDE FRANCISCO JOSE DE CALDAS;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL AGUILA;FRANCISCO JOSE DE CALDAS;21;4.93;-76.06;SI;SI;NO
352;276054000192;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL ICSGA SEDE PIO XII;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
353;276054000389;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE FRANCISCO JOSE DE CALDAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.945;;;;0;;;NO;NO;NO
354;276054000184;ARGELIA;IE SANTIAGO GUTIERREZ ANGEL SEDE EL CARMEN;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
355;276243000250;EL AGUILA;I.E SANTA MARTA SEDE BOYACA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA MARTA;BOYACA;32;4.84;-76.11;SI;NO;NO
356;276041001106;ANSERMANUEVO;I.E EL PLACER SEDE RICARDO NIETO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
357;276041000401;ANSERMANUEVO;I.E EL PLACER SEDE JUAN XXIII;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
358;276041000045;ANSERMANUEVO;I.E PLACER SEDE GENERAL SANTANDER;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL PLACER;GENERAL SANTANDER;9;4.81;-76.06;SI;NO;NO
359;276041000461;ANSERMANUEVO;I.E EL PLACER SEDE SIMON BOLIVAR;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
360;276041000193;ANSERMANUEVO;I.E EL PLACER SEDE DIVINO SALVADOR;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
361;276041000151;ANSERMANUEVO;I.E EL PLACER SEDE JOSE EUSEBIO CARO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL PLACER;EL PLACER;138;4.79;-76.07;SI;NO;NO
362;276041000312;ANSERMANUEVO;I.E EL PLACER SEDE CRISTOBAL COLON;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
363;276041000061;ANSERMANUEVO;I.E EL PLACER SEDE CAMILO TORRES;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
364;276869000138;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE ANTONIO JOSE DE SUCRE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ANTONIO JOSE DE SUCRE;ANTONIO JOSE DE SUCRE;170;3.75;-76.47;SI;NO;NO
365;276100000381;BOLIVAR;ESCUELA ANTONIO NARIÑO N. 5;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
366;;BOLIVAR;I.E LA TULIA SEDE PRINCIPAL;NO;SIN_COINCIDENCIA_FUERTE;0.681;;;;0;;;NO;NO;NO
367;276122000287;CAICEDONIA;I.E. SAGRADO CORAZON DE JESUS SEDE NUESTRA SEÑORA DE FATIMA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.937;;;;0;;;NO;NO;NO
368;276233001355;DAGUA;I.E. EL PALMAR SEDE VILLA DEL MAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL PALMAR;VILLA DEL MAR;46;3.58;-76.63;SI;NO;NO
369;176233000656;DAGUA;I.E. EL PALMAR SEDE GIMNASIO DEL DAGUA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
370;276233001371;DAGUA;I.E. EL PALMAR SEDE CARLOS ALFREDO ZUÑIGA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL PALMAR;CARLOS ALFREDO ZUÑIGA;28;3.61;-76.64;SI;NO;NO
371;276250000036;EL DOVIO;I.E ACERG SEDE GENERAL RENGIFO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ACERG;GENERAL RENGIFO;9;4.54;-76.25;SI;NO;NO
372;276616000255;RIOFRIO;ESCUELA N. 9 CAMILO TORRES;NO;SIN_COINCIDENCIA_FUERTE;0.727;;;;0;;;NO;NO;NO
373;276616000255;RIOFRIO;ESCUELA N. 9 CAMILO TORRES PRIMARIA;NO;SIN_COINCIDENCIA_FUERTE;0.609;;;;0;;;NO;NO;NO
374;276250000079;EL DOVIO;I.E JOSE MARIA FALLA SEDE MANUELA BELTRAN;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
375;276890000148;YOTOCO;I.E. GABRIELA MISTRAL SEDE ATANASIO GIRARDOT;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
376;276233001061;DAGUA;I.E. EL QUEREMAL SEDE MARCO FIDEL SUAREZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL QUEREMAL;MARCO FIDEL SUAREZ;10;3.54;-76.71;SI;NO;NO
377;;YOTOCO;I.E SAN JUAN BOSCO SEDE GUILLERMO LEON VALENCIA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN JUAN BOSCO;SAN JUAN BOSCO;251;3.96;-76.41;SI;SI;NO
378;276869000154;VIJES;I.E. JORGE ROBLEDO  SEDE MANUELA BELTRAN;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
379;276041000207;ANSERMANUEVO;I.E EL PLACER SEDE NIÑO JESUS DE PRAGA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
380;276113000215;BUGALAGRANDE;I.E CEILAN SEDE JOSE ACEVEDO Y GOMEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE  CEILAN;JOSE ACEVEDO Y GOMEZ;11;4.11;-76.02;SI;NO;NO
381;276113001009;BUGALAGRANDE;IE CEILAN SEDE VIRGEN LA MILAGROSA (I.D);SI;COINCIDENCIA_NOMBRE_FUERTE;0.98;2.019;IE  CEILAN;VIRGEN LA MILAGROSA;6;4.11;-76.02;SI;NO;NO
382;;BUGALAGRANDE;I.E CEILAN SEDE AGRICOLA CEILAN PRINCIPAL;NO;SIN_COINCIDENCIA_FUERTE;0.711;;;;0;;;NO;NO;NO
383;276113000070;BUGALAGRANDE;I.E CEILAN SEDE SIMON BOLIVAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE  CEILAN;SIMON BOLIVAR;185;4.11;-76.04;SI;NO;NO
384;276113000410;BUGALAGRANDE;IE CEILAN SEDE  POLICARPA SALAVARRIETA (DP);SI;COINCIDENCIA_NOMBRE_FUERTE;0.98;2.019;IE  CEILAN;POLICARPA SALAVARRIETA;81;4.11;-76.04;SI;NO;NO
385;276113001050;BUGALAGRANDE;I.E. CEILAN SEDE DIVINO NIÑO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE  CEILAN;DIVINO NIÑO;20;4.12;-76.04;SI;NO;NO
386;176823000031;TORO;I.E LA CONSOLACIÓN SEDE LA INMACULADA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE NUESTRA SEÑORA DE LA CONSOLACION;LA INMACULADA;257;4.61;-76.08;SI;NO;NO
387;;TORO;I.E NUESTRA SEÑORA DE LA CONSOLACIÓN SAN JUAN BOSCO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.99;2.019;IE NUESTRA SEÑORA DE LA CONSOLACION;SAN JUAN BOSCO;6;4.62;-76.06;SI;SI;NO
388;;TORO;I.E NUESTRA SEÑORA DE LA CONSOLACIÓN;SI;COINCIDENCIA_NOMBRE_FUERTE;0.941;2.019;IE NUESTRA SEÑORA DE LA CONSOLACION;NUESTRA SEÑORA DE LA CONSOLACION;489;4.61;-76.08;SI;SI;NO
389;176823000562;TORO;I.E FRAY JOAQUIN ESCOBAR SEDE FELIPE RIVERA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE FRAY JOSE JOAQUIN ESCOBAR;FELIPE RIVERA;37;4.62;-76.08;SI;NO;NO
390;176823000023;TORO;I.E FRAY JOAQUIN ESCOBAR SEDE LA GRAN COLOMBIA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE FRAY JOSE JOAQUIN ESCOBAR;LA GRAN COLOMBIA;174;4.61;-76.08;SI;NO;NO
391;;TORO;I.E TECNICA AGROPECUARIA INSTITUTO AGRICOLA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.933;2.019;IE  TECNICA AGROPECUARIA TORO;INSTITUTO AGRICOLA;326;4.61;-76.07;SI;SI;SI
392;;TORO;I.E FRAY JOSE JOAQUIN ESCOBAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE FRAY JOSE JOAQUIN ESCOBAR;FRAY JOSE JOAQUIN ESCOBAR;411;4.61;-76.08;SI;SI;NO
393;176823000074;TORO;I.E FRAY JOAQUIN ESCOBAR SEDE ELOY HERNANDEZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE FRAY JOSE JOAQUIN ESCOBAR;ELOY HERNANDEZ;131;4.61;-76.08;SI;NO;NO
394;276823000290;TORO;I.E NUESTRA SEÑORA DE LA CONSOLACIÓN SEDE BOYACA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.933;;;;0;;;NO;NO;NO
395;276823000508;TORO;I.E AGROPECUARIA TORO SEDE CARLOTA RENGIFO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE  TECNICA AGROPECUARIA TORO;CARLOTA RENGIFO;10;4.6;-76.04;SI;NO;NO
396;276122000171;CAICEDONIA;I.E. SAGRADO CORAZON DE JESUS SEDE LAUREANO GOMEZ;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
397;276890000075;YOTOCO;I.E. SAN JUAN DE BOSCO SEDE DIEGO RENGIFO SALAZAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN JUAN BOSCO;DIEGO RENGIFO SALAZAR;55;3.99;-76.4;SI;NO;NO
398;276020000231;ALCALA;I.E ARTURO GÓMEZ JARAMILLO SEDE SANTA TERESITA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
399;176020000172;ALCALA;I.E SAN JOSÉ SEDE MARÍA AUXILIADORA # 1;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
400;176020000172;ALCALA;I.E SAN JOSE SEDE MARIA AUXILIADORA BLOQUE 2;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
401;176020000032;ALCALA;I.E SAN JOSÉ SEDE PRINCIPAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SAN JOSE;SAN JOSÉ;535;4.67;-75.78;SI;NO;NO
402;176020000181;ALCALA;I.E ARTURO GOMEZ JARAMILLO SANTO TOMÁS DE AQUINO BLOQUE 1;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
403;176020000181;ALCALA;I.E ARTURO GOMEZ JARAMILLO SEDE SANTO TOMAS DE AQUINO BLOQUE 2;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
404;276275000634;FLORIDA;I.E. IDEBIC SEDE ALFONSO LOPEZ PUMAREJO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
405;276275001380;FLORIDA;I.E. IDEBIC SEDE EL MIRADOR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE IDEBIC;EL MIRADOR;12;3.27;-76.17;SI;NO;NO
406;276275000511;FLORIDA;I.E. JOSE MARIA CORDOBA SEDE ANTONIO JOSE DE SUCRE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
407;276250000176;EL DOVIO;I.E JOSE MARIA FALLA SEDE VEINTE DE JULIO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
408;276233000073;DAGUA;I.E. CAMILO TORRES SEDE ROSA ZARATE DE PEÑA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
409;;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE CRISTOBAL COLON-FUNDACION PRODESARROLLO COMUNITARIO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
410;;EL CAIRO;I.E LA PRESENTACIÒN SEDE NUESTRA SEÑORA DE LAS MERCEDES-FUNDACION PRODESARROLLO COMUNITARIO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
411;276246000129;EL CAIRO;I.E GILBERTO ALZATE AVENDAÑO SEDE ALBAN;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE GILBERTO ALZATE AVENDAÑO;GILBERTO ALZATE AVENDAÑO;133;4.76;-76.22;SI;NO;NO
412;276233000413;DAGUA;I.E. CRISTOBAL COLON SEDE TOCOTA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CRISTOBAL COLON;CRISTOBAL COLON;59;3.51;-76.66;SI;NO;NO
413;276233001240;DAGUA;I.E. CRISTOBAL COLON SEDE CENTRAL CRISTOBAL COLON;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE CRISTOBAL COLON;CRISTOBAL COLON;59;3.51;-76.66;SI;NO;NO
414;276890000253;YOTOCO;I.E. ALFONSO ZAWADZKY - SEDE ANTONIA SANTOS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
415;276122000261;CAICEDONIA;IE LA CONSOLITA SEDE LA POLA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
416;276122000147;CAICEDONIA;IE LA CONSOLITA SEDE SAN LUIS (DI);NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
417;276041000096;ANSERMANUEVO;I.E JORGE ISAAC SEDE MERCEDES ABREGO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JORGE ISAACS;MERCEDES ABREGO;8;4.77;-76.11;SI;NO;NO
418;276828000093;TRUJILLO;ESCUELA PANTALEON DE LA TORRE N. 6;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JULIAN TRUJILLO;PANTALEON DE LA TORRE;52;4.25;-76.24;SI;NO;NO
419;276041000851;ANSERMANUEVO;I.E JORGE ISAACS SEDE ONCE DE NOVIEMBRE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
420;276736000330;SEVILLA;I.E. HERACLIO URIBE URIBE SEDE NUESTRA SEÑORA DEL PERPETUO SOCORRO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
421;276250000192;EL DOVIO;I.E ACERG SEDE SAN PABLO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ACERG;SAN PABLO;37;4.49;-76.35;SI;NO;NO
422;276306000221;GINEBRA;I.E. DE DESARROLLO RURAL LA SELVA SEDE JUANA DE ARCO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE DE DESARROLLO RURAL LA SELVA;JUANA DE ARCO;94;3.74;-76.22;SI;NO;NO
423;;EL AGUILA;I.E SANTA MARTA SEDE DIONISIO CORTES GRADO 6-11;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA MARTA;DIONISIO CORTES;222;4.87;-76.08;SI;SI;NO
424;;EL AGUILA;I.E SANTA MARTA SEDE DIONISIO CORTES-PRIMARIA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE SANTA MARTA;DIONISIO CORTES;222;4.87;-76.08;SI;SI;NO
425;276122000031;CAICEDONIA;I.E. RURAL CAICEDONIA SEDE POLICARPA SALAVARRIETA;NO;SIN_COINCIDENCIA_FUERTE;0.674;;;;0;;;NO;NO;NO
426;276020000215;ALCALA;I.E ARTURO GOMEZ JARAMILLO SEDE LA POLONIA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
427;176863000336;VERSALLES;I.E LA INMACULADA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LA INMACULADA;LA INMACULADA;561;4.57;-76.2;SI;NO;NO
428;;VERSALLES;I.E. LA INMACULADA SEDE PREESCOLAR;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LA INMACULADA;LA INMACULADA;561;4.57;-76.2;SI;SI;NO
429;176863000352;VERSALLES;I.E LA INMACULADA SEDE CAMILO TORRES;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
430;176863000433;VERSALLES;I.E LA INMACULADA SEDE MANUELA BELTRAN;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LA INMACULADA;LA INMACULADA;561;4.57;-76.2;SI;NO;NO
431;276670000406;SAN PEDRO;I.E. MIGUEL ANTONIO CARO SEDE ANDRES BELLO (D.P);SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MIGUEL ANTONIO CARO;ANDRÉS  BELLO;21;3.97;-76.21;SI;NO;NO
432;276736000224;SEVILLA;I.E. JORGE ELIECER GAITAN SEDE ANTONIO RICAURTE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
433;276622000461;ROLDANILLO;I.E RODRIGO LLOREDA CAICEDO SEDE GABRIELA MISTRAL;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;CE RODRIGO LLOREDA CAICEDO;GABRIELA MISTRAL;10;4.39;-76.19;SI;NO;NO
434;176869000460;VIJES;I.E. JORGE ROBLEDO SEDE ALVARO ORTIZ CORREA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
435;176869000061;VIJES;I.E. JORGE ROBLEDO SEDE POLICARPA SALAVARRIETA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
436;176869800008;VIJES;I.E. JORGE ROBLEDO SEDE MANUEL JOSE REINA COLLAZOS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
437;176869000028;VIJES;I.E. JORGE ROBLEDO SEDE JORGE ROBLEDO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JORGE ROBLEDO;JORGE ROBLEDO;359;3.7;-76.44;SI;NO;NO
438;176869000460;VIJES;I.E. JORGE ROBLEDO SEDE ALVARO ORTIZ CORREA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
439;276869000090;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE ANTONIO NARIÑO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
440;276306000280;GINEBRA;I.E. DE DESARROLLO RURAL LA SELVA SEDE ENRIQUE OLAYA HERRERA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.938;2.019;IE DE DESARROLLO RURAL LA SELVA;ENRIQUE OLAYA HERRERA;3;3.73;-76.19;SI;NO;NO
441;276863800001;VERSALLES;I.E LA INMACULADA SEDE LIBARDO DE JESUS GOMEZ CARDONA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE LA INMACULADA;LA INMACULADA;561;4.57;-76.2;SI;NO;NO
442;276250000222;EL DOVIO;I.E ACERG SEDE SANTA TERESITA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE ACERG;SANTA TERESITA;45;4.51;-76.35;SI;NO;NO
443;276828000565;TRUJILLO;COLEGIO JORGE ROBLEDO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE JULIAN TRUJILLO;JORGE ROBLEDO;170;4.25;-76.23;SI;NO;NO
444;276828000140;TRUJILLO;ESCUELA GRAL SANTANDER N. 12;NO;SIN_COINCIDENCIA_FUERTE;0.667;;;;0;;;NO;NO;NO
445;276233000618;DAGUA;I.E. EL QUEREMAL SEDE ALMIRANTE PADILLA;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE EL QUEREMAL;ALMIRANTE PADILLA;62;3.56;-76.71;SI;NO;NO
446;276563000223;PRADERA;I.E. MARCO FIDEL SUAREZ SEDE MARCO FIDEL SUAREZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE MARCO FIDEL SUAREZ;MARCO FIDEL SUAREZ;41;3.4;-76.18;SI;NO;NO
447;276869000081;VIJES;I.E. JORGE ROBLEDO  SEDE JOSE ANTONIO GALAN;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
448;276020000061;ALCALA;IE ARTURO GOMEZ JARAMILLO SEDE JOSE IGNACIO RENGIFO;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;;;;0;;;NO;NO;NO
449;276020000088;ALCALA;I.E ARTURO GOMEZ JARAMILLO SEDE SAN AGUSTIN;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
450;276622000453;ROLDANILLO;I.E BELISARIO PEÑA PIÑEIRO SEDE SANTA ANA;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
451;276233000154;DAGUA;I.E. CAMILO TORRES SEDE MARIA MONTESORI;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
452;276275000235;FLORIDA;I.E. JOSE MARIA CORDOBA SEDE SAN JOAQUIN;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
453;176126000066;CALIMA;I.E. SIMON BOLIVAR SEDE SIMON BOLIVAR;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
454;176126800003;CALIMA;I.E. SIMON BOLIVAR  SEDE GERMAN MEJIA TASCON;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
455;176126000082;CALIMA;I.E. GIMNASIO DEL CALIMA  SEDE GABRIELA MISTRAL;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
456;176126000074;CALIMA;I.E GIMNASIO DEL CALIMA - SEDE MARÍA INMACULADA;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
457;176126000058;CALIMA;I.E. GIMNASIO DEL CALIMA SEDE GIMNASIO DEL CALIMA;NO;SIN_CANDIDATOS_MUNICIPIO;;;;;0;;;NO;NO;NO
458;276616000247;RIOFRIO;ESCUELA N. 8 MELIDA CRUZ;SI;COINCIDENCIA_NOMBRE_FUERTE;0.93;2.019;IE PRIMITIVO CRESPO;MELIDA CRUZ;10;4.18;-76.26;SI;NO;NO
459;276041000991;ANSERMANUEVO;I.E JORGE ISAAC SEDE TERESA BORJA DE CASTRO;SI;COINCIDENCIA_NOMBRE_FUERTE;0.938;2.019;IE JORGE ISAACS;TERESA BORJA DE CASTRO;9;4.84;-76.02;SI;NO;NO
460;276233000421;DAGUA;I.E. MIGUEL ANTONIO CARO SEDE ATANASIO GIRARDOT;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;;;;0;;;NO;NO;NO
