ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;NIVEL_RIESGO_IRCA;ESTUDIANTES_IRCAS;ESTUDIANTES_SEDESUESVALLE;ESTUDIANTES_MEN_REFERENCIA;ESTUDIANTES_ACTUAL_FINAL;FUENTE_MATRICULA_FINAL;ESTADO_COMPLEMENTO_MATRICULA;REQUIERE_VALIDACION_MATRICULA;MEN_METODO_CRUCE;MEN_SCORE_CRUCE
283;276126000222;CALIMA;I.E JOHN F KENNEDY SEDE NUESTRA SEÑORA DEL CARMEN;ALTO;18;18;0;18;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
284;276863000039;VERSALLES;I.E LA INMACULADA SEDE SIMON BOLIVAR;INVIABLE SANITARIAMENTE;28;28;0;28;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
285;276606000061;RESTREPO;I.E. TEODORO MUNERA HINCAPIE SEDE SAN PEDRO CLAVER;MEDIO;10;6;10;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.98
286;276828000468;TRUJILLO;ESCUELA N. 39 JUAN XXIII;INVIABLE SANITARIAMENTE;49;46;43;49;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
287;276243000691;EL AGUILA;I.E SANTA MARTA SEDE JOSE HERNANDO DUARTE;ALTO;17;13;15;17;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
288;276736000321;SEVILLA;I.E MARIA AUXILIADORA SEDE MARIA AUXILIADORA;MEDIO;0;43;90;43;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
289;176243000026;EL AGUILA;I.E EL AGUILA  SEDE JOSE MARIA CORDOBA;SIN RIESGO;227;210;0;227;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
290;176243000093;EL AGUILA;IE EL AGUILA SEDE ANTONIA SANTOS;SIN RIESGO;99;88;127;99;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.98
291;176243000107;EL AGUILA;I.E EL AGUILA SEDE SIMON BOLIVAR;SIN RIESGO;57;54;80;57;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
292;276100000259;BOLIVAR;INSTITUCION EDUCATIVA PRIMAVERA;MEDIO;136;0;0;136;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.444
293;176863000352;VERSALLES;I.E LA INMACULADA SEDE CAMILO TORRES;INVIABLE SANITARIAMENTE;221;221;0;221;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
294;;CALIMA;I.E PABLO SEXTO SEDE PABLO SEXTO;MEDIO;67;0;0;67;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
295;276126000354;CALIMA;I.E. JOHN F. KENNEDY SEDE ANTONIO NARIÑO;INVIABLE SANITARIAMENTE;4;4;0;4;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
296;276895000073;ZARZAL;ESCUELA REPUBLICA DE VENEZUELA;SIN RIESGO;83;65;163;83;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
297;276233000120;DAGUA;I.E. EL PALMAR SEDE LAS DELICIAS;SIN RIESGO;8;8;19;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
298;276248000410;EL CERRITO;I.E. HERNANDO BORRERO CUADROS SEDE MARIA LUISA DE LA ESPADA;ALTO;6;6;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.937
299;276736000763;SEVILLA;I.E. SANTA BARBARA SEDE NUESTRA SEÑORA DE FATIMA;SIN RIESGO;13;8;11;13;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.925
300;276670000031;SAN PEDRO;I.E. JULIO CAICEDO TELLEZ SEDE VICENTE H CRUZ;INVIABLE SANITARIAMENTE;0;7;0;7;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
301;276122000244;CAICEDONIA;I.E. LA CONSOLITA SEDE NUESTRA SEÑORA DEL PERPETUO SOCORRO;MEDIO;8;7;0;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.936
302;276126000133;CALIMA;I.E. JOHN F. KENNEDY SEDE JOHN F. KENNEDY;SIN RIESGO;16;16;0;16;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
303;276126000338;CALIMA;C.E JOHN F. KENNEDY SEDE GENERAL SANTANDER;SIN RIESGO;6;6;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_CANDIDATOS_MUNICIPIO;
304;276100000861;BOLIVAR;ESCUELA NUESTRA SEÑORA DEL CARMEN N. 52;SIN DATO;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
305;276122000180;CAICEDONIA;I.E RURAL CAICEDONIA SEDE SANTA TERESITA;SIN RIESGO;8;4;0;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.609
306;276275000243;FLORIDA;I.E. JOSE MARIA CORDOBA SEDE MARIA AUXILIADORA;ALTO;13;6;0;13;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
307;276616000549;RIOFRIO;ESCUELA MARIA AUXILIADORA N. 18;ALTO;16;19;18;16;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
308;276036000193;ANDALUCÍA;I.E. AGRICOLA CAMPOALEGRE SEDE SAN FRANCISCO;ALTO;15;14;0;15;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
309;276036000223;ANDALUCÍA;I.E AGRICOLA CAMPO ALEGRE SEDE JOSE ANTONIO ANZOATEGUI;ALTO;30;34;39;30;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.931
310;276318000129;GUACARÍ;I.E. GENERAL SANTANDER SEDE MARCO FIDEL SUAREZ;ALTO;13;0;0;13;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
311;476318000713;GUACARÍ;I.E. GENERAL SANTANDER SEDE CLIMACO LENIS;ALTO;3;3;0;3;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
312;276318000081;GUACARÍ;I.E. GENERAL SANTANDER SEDE VIRGEN DE FATIMA;ALTO;7;7;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
313;276563000045;PRADERA;I.E. MERCEDES ABREGO SEDE PRINCIPAL;ALTO;17;0;28;17;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.972
314;276606000338;RESTREPO;I.E. JOSE ACEVEDO Y GOMEZ SEDE GUILLERMO LEON VALENCIA;SIN RIESGO;10;6;0;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.931
315;276497000021;OBANDO;I.E MARIA ANALIA ORTIZ  HORMAZA SEDE PEDRO JOSE MURGUEITIO;SIN RIESGO;7;7;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.944
316;276233000308;DAGUA;I.E. EL PALMAR SEDE FRANCISCO DE PAULA SANTANDER;SIN RIESGO;51;51;83;51;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
317;176622000068;ROLDANILLO;IE BELISARIO PEÑA PIÑEIRO SEDE BELISARIO PEÑA PIÑEIRO;MEDIO;441;441;854;441;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.98
318;276622000186;ROLDANILLO;I.E BELISARIO PEÑA PIÑEIRO SEDE SANTA LUCIA;MEDIO;41;41;0;41;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
319;276622000321;ROLDANILLO;I.E BELISARIO PEÑA PIÑEIRO SEDE SAN ISIDRO;MEDIO;12;12;0;12;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
320;276246000382;EL CAIRO;I.E LA PRESENTACION SEDE FRANCISCO ANTONIO ZEA;SIN RIESGO;12;12;0;12;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
321;276122000872;CAICEDONIA;I.E. LA CONSOLITA  SEDE LA CONSOLITA;MEDIO;142;137;152;142;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
322;276041000363;ANSERMANUEVO;I.E SANTA INES SEDE PRIMARIA BLOQUE 3;SIN RIESGO;104;104;174;104;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
323;276828000298;TRUJILLO;ESCUELA N. 32 MARCO FIDEL SUAREZ;INVIABLE SANITARIAMENTE;10;17;15;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
324;276100000151;BOLIVAR;ESCUELA VEINTE DE JULIO N. 25;MEDIO;9;8;20;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
325;276616000271;RIOFRIO;ESCUELA N. 12 LA CARMELITA;ALTO;156;138;83;156;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
326;276616000131;RIOFRIO;CENTRO EDUCATIVO CENT DOC N. 20 ROSA ZARATE DE PEÑA;ALTO;15;9;18;15;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
327;276250000397;EL DOVIO;I.E ACERG SEDE JACINTO SANCHEZ;ALTO;10;10;12;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
328;176041000709;ANSERMANUEVO;I.E SANTA ANA DE LOS CABALLEROS SEDE ANTONIO JOSE DE SUCRE;MEDIO;162;68;0;162;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.945
329;276736001026;SEVILLA;I.E. HERACLIO URIBE URIBE SEDE EL RECREO;ALTO;7;11;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
330;276736000488;SEVILLA;I.E. JORGE ELIECER GAITAN SEDE JORGE ELIECER GAITAN;MEDIO;66;21;38;66;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
331;276736000411;SEVILLA;IE JORGE ELIECER GAITAN SEDE SANTA CATALINA (D.I);MEDIO;9;8;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98
332;276248000363;EL CERRITO;I.E. SANTA ELENA SEDE PRINCIPAL;SIN RIESGO;409;0;0;409;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.795
333;276248000380;EL CERRITO;I.E. SANTA ELENA SEDE RAFAEL URIBE URIBE;SIN RIESGO;42;42;16;42;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
334;276248000304;EL CERRITO;I.E. SANTA ELENA SEDE GREGORIA BENAVIDES;SIN RIESGO;160;160;0;160;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.796
335;276248000061;EL CERRITO;I.E. JORGE ISAACS EL PLACER SEDE FRANCISCO DE PAULA SANTANDER;SIN RIESGO;171;171;0;171;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.939
336;176248000024;EL CERRITO;I.E. SANTA ELENA SEDE JORGE ISAACS;SIN RIESGO;717;717;0;717;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
337;276100000194;BOLIVAR;ESCUELA ROSA ZARATE DE PEÑA N. 22;MEDIO;7;3;8;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
338;276041000088;ANSERMANUEVO;I.E JORGE ISAACS SEDE CARTAGENA DE INDIAS;INVIABLE SANITARIAMENTE;15;15;0;15;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
339;276736000313;SEVILLA;I.E SANTA TERESITA SEDE COLOMBIA;INVIABLE SANITARIAMENTE;13;11;0;13;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
340;276736001425;SEVILLA;I.E. SANTA TERESITA SEDE GENERAL SANTANDER;INVIABLE SANITARIAMENTE;30;39;0;30;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
341;276736000305;SEVILLA;IE SANTA TERESITA SEDE MERCEDES ABREGO;INVIABLE SANITARIAMENTE;10;10;0;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98
342;276863000071;VERSALLES;I.E LA INMACULADA SEDE SAN JUAN BAUTISTA DE LA SALLE;INVIABLE SANITARIAMENTE;10;10;0;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.939
343;276243000403;EL AGUILA;I.E SANTA MARTA SEDE SAGRADO CORAZON DE JESUS;ALTO;20;13;19;20;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
344;276054000079;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE SEBASTIAN DE BELARCAZAR;INVIABLE SANITARIAMENTE;9;9;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
345;276054000087;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE JUAN HURTADO;INVIABLE SANITARIAMENTE;6;6;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
346;276054000095;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE DOLORES SALAZAR LOPEZ;INVIABLE SANITARIAMENTE;10;10;0;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
347;276054000117;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE LIGIA RAMIREZ HOYOS;INVIABLE SANITARIAMENTE;6;6;0;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.94
348;276243000179;EL AGUILA;I.E SANTA MARTA SEDE ALBERTINA HOYOS DE OSORIO;SIN DATO;5;6;12;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
349;276823000249;TORO;I.E TECNICA AGROPECUARIA SEDE JOSE MARIA CORDOBA;INVIABLE SANITARIAMENTE;31;31;36;31;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
350;276828000239;TRUJILLO;CENTRO EDUCATIVO CENT DOC N. 23 SIMON BOLIVAR;INVIABLE SANITARIAMENTE;9;5;11;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
351;;EL AGUILA;I.E EL AGUILA SEDE FRANCISCO JOSE DE CALDAS;INVIABLE SANITARIAMENTE;29;0;21;29;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
352;276054000192;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL ICSGA SEDE PIO XII;SIN RIESGO;11;11;0;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
353;276054000389;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE FRANCISCO JOSE DE CALDAS;SIN RIESGO;3;3;0;3;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.945
354;276054000184;ARGELIA;IE SANTIAGO GUTIERREZ ANGEL SEDE EL CARMEN;SIN RIESGO;12;12;0;12;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98
355;276243000250;EL AGUILA;I.E SANTA MARTA SEDE BOYACA;SIN DATO;19;16;32;19;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
356;276041001106;ANSERMANUEVO;I.E EL PLACER SEDE RICARDO NIETO;INVIABLE SANITARIAMENTE;9;9;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
357;276041000401;ANSERMANUEVO;I.E EL PLACER SEDE JUAN XXIII;INVIABLE SANITARIAMENTE;7;7;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
358;276041000045;ANSERMANUEVO;I.E PLACER SEDE GENERAL SANTANDER;INVIABLE SANITARIAMENTE;7;7;9;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
359;276041000461;ANSERMANUEVO;I.E EL PLACER SEDE SIMON BOLIVAR;INVIABLE SANITARIAMENTE;7;7;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
360;276041000193;ANSERMANUEVO;I.E EL PLACER SEDE DIVINO SALVADOR;INVIABLE SANITARIAMENTE;3;3;0;3;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
361;276041000151;ANSERMANUEVO;I.E EL PLACER SEDE JOSE EUSEBIO CARO;INVIABLE SANITARIAMENTE;4;4;138;4;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
362;276041000312;ANSERMANUEVO;I.E EL PLACER SEDE CRISTOBAL COLON;INVIABLE SANITARIAMENTE;7;7;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
363;276041000061;ANSERMANUEVO;I.E EL PLACER SEDE CAMILO TORRES;INVIABLE SANITARIAMENTE;13;13;0;13;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
364;276869000138;VIJES;I.E. ANTONIO JOSE DE SUCRE SEDE ANTONIO JOSE DE SUCRE PRINCIPAL;INVIABLE SANITARIAMENTE;145;111;170;145;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
365;276100000381;BOLIVAR;ESCUELA ANTONIO NARIÑO N. 5;ALTO;144;128;0;144;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
366;;BOLIVAR;I.E LA TULIA SEDE PRINCIPAL;ALTO;149;0;0;149;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.681
367;276122000287;CAICEDONIA;I.E. SAGRADO CORAZON DE JESUS SEDE NUESTRA SEÑORA DE FATIMA;BAJO;9;7;0;9;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.937
368;276233001355;DAGUA;I.E. EL PALMAR SEDE VILLA DEL MAR;SIN RIESGO;39;39;46;39;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
369;176233000656;DAGUA;I.E. EL PALMAR SEDE GIMNASIO DEL DAGUA;SIN RIESGO;617;617;0;617;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
370;276233001371;DAGUA;I.E. EL PALMAR SEDE CARLOS ALFREDO ZUÑIGA;MEDIO;4;4;28;4;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
371;276250000036;EL DOVIO;I.E ACERG SEDE GENERAL RENGIFO;INVIABLE SANITARIAMENTE;4;4;9;4;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
372;276616000255;RIOFRIO;ESCUELA N. 9 CAMILO TORRES;SIN RIESGO;52;0;0;52;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.727
373;276616000255;RIOFRIO;ESCUELA N. 9 CAMILO TORRES PRIMARIA;SIN RIESGO;38;0;0;38;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SIN_COINCIDENCIA_FUERTE;0.609
374;276250000079;EL DOVIO;I.E JOSE MARIA FALLA SEDE MANUELA BELTRAN;INVIABLE SANITARIAMENTE;11;11;0;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
375;276890000148;YOTOCO;I.E. GABRIELA MISTRAL SEDE ATANASIO GIRARDOT;SIN RIESGO;10;10;0;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
376;276233001061;DAGUA;I.E. EL QUEREMAL SEDE MARCO FIDEL SUAREZ;MEDIO;5;5;10;5;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
377;;YOTOCO;I.E SAN JUAN BOSCO SEDE GUILLERMO LEON VALENCIA;INVIABLE SANITARIAMENTE;10;0;251;10;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE;0.93
378;276869000154;VIJES;I.E. JORGE ROBLEDO  SEDE MANUELA BELTRAN;ALTO;52;51;0;52;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93
