codigo_dane_fuente,municipio,aro_uesvalle,tipo_fuente,componente,clasificacion,texto_publico,estado_publicacion,contiene_datos_personales,fila_fuente,columna_fuente
76147,Cartago,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Energía eléctrica,AFECTACIÓN REPORTADA,Durante la emergencia se presentaron afectaciones que fueron superadas con éxito dentro de las primeras horas.,PUBLICABLE,NO,17,GW-HD
76147,Cartago,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Energía eléctrica,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,17,GW-HD
76233,Dagua,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,AFECTACIÓN REPORTADA,"Porvernir parte baja, hospital, bellavista parte baja tienen agua.   


Sin agua: toda la parte alta ( Barrio Remedios, Bellavista, Ricaurte) se reparte en carrotanque.

12/08/2026: Acueducto Urbano fuera de servicio por daño en red principal de 8 pulgadas. Tambien veredas de San Vicente y San Joaquin.

km 30 tambien afectado en un 50% y Loboguerrero sin servicio.

El Piñal y La Maria (90%) Colapsado

13/08/2026: Cabecera sigue sin agua ( 5 dias).  Hasta el 14 de agosto la cabecera municipal de Dagua continúa con desabastecimiento de agua, por problemas en el acueducto (daños en red de distribución de 8 pulgadas), todavía no se ve activación de plan de contingencia.
El acueducto de Loboguerrero tampoco está prestando el servicio.",PUBLICABLE,NO,18,FQ-FX
76233,Dagua,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Acueducto,RESTABLECIMIENTO ESPERADO / PROGRAMADO,"Motobomba: 
Laumayer / Siemens 40 caballos de fuerza con 2 arrancadores, trifasica/tres fases, 5 hilos. Tensión operacional: 220, tension nominal: 600, IQ 40, IP 54, Frecuencia 60.    - Se espera que el día 14 de agosto en horas de la tarde quede completamente restablecido el servicio de acueducto en el casco urbano de Dagua",PUBLICABLE,NO,18,FQ-FX
76233,Dagua,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,18,FY-GF
76233,Dagua,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,18,FY-GF
76233,Dagua,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Saneamiento básico,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,18,GG-GN
76233,Dagua,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Saneamiento básico,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,18,GG-GN
76233,Dagua,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
",PUBLICABLE,NO,18,GO-GV
76233,Dagua,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Gas,PERSPECTIVA / SEGUIMIENTO,Recarga de gas con vehículo para suministro,PUBLICABLE,NO,18,HE-HL
76243,El Águila,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,AFECTACIÓN REPORTADA,"se realiza contacto, no se indican afectaciones hasta el momento.

Mas de 100 viviendas urbanas afectadas y 300 viviendas rurales sin agua",PUBLICABLE,NO,19,FQ-FX
76243,El Águila,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Acueducto,RECUPERACIÓN / RESTABLECIMIENTO,Restablecimiento del servicio el dia 11/08/2026 con parametros de cloro dentro de la norma ,PUBLICABLE,NO,19,FQ-FX
76243,El Águila,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,19,FY-GF
76243,El Águila,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,19,FY-GF
76243,El Águila,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento. Se requiere maquinaria amarilla para recoleccion de escombros. Al momento son recogidos y ubicados en valdios",PUBLICABLE,NO,19,GO-GV
76243,El Águila,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Recolección de basuras,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,19,GO-GV
76243,El Águila,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Energía eléctrica,INFORMACIÓN PARCIAL / REVISAR,No hay servicio de energía desde el 10 de agosto de 2026,PUBLICABLE,NO,19,GW-HD
76246,El Cairo,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,AFECTACIÓN REPORTADA,"se cuenta con suministro a aproximadamente el 80% de la zona urbana 

Se cuenta con un equipo de emergencia para apoyar la reparación de los daños causados en la red",PUBLICABLE,NO,20,FQ-FX
76246,El Cairo,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,20,FQ-FX
76246,El Cairo,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"se realiza contacto, no se indican afectaciones hasta el momento ",PUBLICABLE,NO,20,FY-GF
76246,El Cairo,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"se realiza contacto, no se indican afectaciones hasta el momento ",PUBLICABLE,NO,20,FY-GF
76246,El Cairo,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Saneamiento básico,PERSPECTIVA / SEGUIMIENTO,"Mantener disponibles los equipos y recursos necesarios para atender oportunamente las afectaciones que puedan presentarse en las redes de acueducto y saneamiento. Asimismo, se debe realizar seguimiento a las condiciones de prestación del servicio y a las zonas que aún no cuentan con cobertura de acueducto, con el fin de identificar necesidades y gestionar acciones de mejora.",PUBLICABLE,NO,20,GG-GN
76246,El Cairo,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.",PUBLICABLE,NO,20,GO-GV
76246,El Cairo,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Recolección de basuras,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,20,GO-GV
76246,El Cairo,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Energía eléctrica,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,20,GW-HD
76246,El Cairo,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Energía eléctrica,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,20,GW-HD
76246,El Cairo,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Gas,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,20,HE-HL
76246,El Cairo,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Gas,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,20,HE-HL
76248,El Cerrito,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Acueducto,RECUPERACIÓN / RESTABLECIMIENTO, El 11/08/2026 se reestableció el servicio de acueducto en la zona urbana del municipio,PUBLICABLE,NO,21,FQ-FX
76248,El Cerrito,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,21,FY-GF
76248,El Cerrito,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,21,FY-GF
76248,El Cerrito,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
",PUBLICABLE,NO,21,GO-GV
76250,El Dovio,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,22,FQ-FX
76250,El Dovio,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,22,FQ-FX
76250,El Dovio,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,22,FY-GF
76250,El Dovio,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,22,FY-GF
76250,El Dovio,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Saneamiento básico,INFORMACIÓN PARCIAL / REVISAR,"Se requiere realizar seguimiento al manejo y disposición final de los residuos de construcción y demolición, teniendo en cuenta que el PMIRS no se encuentra funcional. La Administración Municipal adelanta la recolección de los escombros como medida de atención.",PUBLICABLE,NO,22,GG-GN
76250,El Dovio,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento.

PMIRS  no esta operativa, escombros llevados a lotes valdios",PUBLICABLE,NO,22,GO-GV
76250,El Dovio,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Recolección de basuras,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,22,GO-GV
76250,El Dovio,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Energía eléctrica,INFORMACIÓN PARCIAL / REVISAR,NO HAY SUMINSTRO ELECTRICO NI ENTERNET. - Verificar la informacion,PUBLICABLE,NO,22,GW-HD
76275,Florida,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,23,FQ-FX
76275,Florida,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,23,FQ-FX
76275,Florida,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,23,FY-GF
76275,Florida,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,23,FY-GF
76275,Florida,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
 ",PUBLICABLE,NO,23,GO-GV
76306,Ginebra,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PERSPECTIVA / SEGUIMIENTO,"No se presentan afectaciones en el acueducto urbano, el cual opera con normalidad. La planta de tratamiento presentó algunas grietas en una de sus paredes, sin que esto haya generado mayores afectaciones en su funcionamiento.

El acueducto de Costa Rica también opera con normalidad.",PUBLICABLE,NO,24,FQ-FX
76306,Ginebra,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,24,FY-GF
76306,Ginebra,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,24,FY-GF
76306,Ginebra,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
 ",PUBLICABLE,NO,24,GO-GV
76318,Guacarí,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,SIN AFECTACIÓN / OPERATIVO,"Posterior al evento sísmico, se realizó seguimiento a la disponibilidad de agua para consumo humano en el municipio. Se informa por parte de Acuavalle empresa prestadora del Servicio, que los tanques de almacenamiento presentan niveles adecuados de reserva, registrándose niveles de almacenamiento suficiente para mantener la prestación del servicio y atender las necesidades de la población. En la zona Rural Montañosa el servicio de agua para consumo es normal, servicio continuo. De acuerdo con la información suministrada, el valor registrado de cloro residual libre a la salida de la planta de tratamiento es de 1,89 mg/L.",PUBLICABLE,NO,25,FQ-FX
76318,Guacarí,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PERSPECTIVA / SEGUIMIENTO,sin afectacion en la prestacion del servicio y con disponibilidad de carrotanques para cubrir emergencias ,PUBLICABLE,NO,25,FQ-FX
76318,Guacarí,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,25,FY-GF
76318,Guacarí,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,25,FY-GF
76318,Guacarí,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,SIN AFECTACIÓN / OPERATIVO,"La empresa Veolia, encargada de la prestación del servicio de recolección de residuos sólidos en el municipio, continúa prestando el servicio de manera normal. La frecuencia de recolección se mantiene en tres veces por semana. Al momento del seguimiento no se reporta suspensión generalizada del servicio de recolección de residuos sólidos como consecuencia del movimiento sísmico. Esta continuidad permite reducir la posibilidad de acumulación de residuos en viviendas, establecimientos comerciales y espacios públicos, disminuyendo potenciales riesgos sanitarios asociados con vectores, malos olores y contaminación ambiental.",PUBLICABLE,NO,25,GO-GV
76364,Jamundí,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"se realiza contacto, no se indican afectaciones hasta el momento",PUBLICABLE,NO,26,FQ-FX
76364,Jamundí,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,26,FQ-FX
76364,Jamundí,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,26,FY-GF
76364,Jamundí,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,26,FY-GF
76364,Jamundí,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Saneamiento básico,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,26,GG-GN
76364,Jamundí,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Saneamiento básico,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,26,GG-GN
76364,Jamundí,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,26,GO-GV
76364,Jamundí,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Recolección de basuras,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,26,GO-GV
76364,Jamundí,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Energía eléctrica,INFORMACIÓN PARCIAL / REVISAR,Servicio intermitente,PUBLICABLE,NO,26,GW-HD
76364,Jamundí,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Energía eléctrica,PERSPECTIVA / SEGUIMIENTO,0.0,PUBLICABLE,NO,26,GW-HD
76377,La Cumbre,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,INFORMACIÓN PARCIAL / REVISAR,DISMINUCION EN LA OPERACION DEBIDO A LA FALTA DE FLUIDO ELECTRICO,PUBLICABLE,NO,27,FQ-FX
76377,La Cumbre,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Acueducto,RECUPERACIÓN / RESTABLECIMIENTO,RESTABLECIMIENTO DEL SERVICIO EN EL MENOR TIEMPO POSIBLE,PUBLICABLE,NO,27,FQ-FX
76377,La Cumbre,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,27,FY-GF
76377,La Cumbre,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,27,FY-GF
76377,La Cumbre,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.",PUBLICABLE,NO,27,GO-GV
76377,La Cumbre,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Energía eléctrica,INFORMACIÓN PARCIAL / REVISAR,CERCA DEL 60% DEL MUNICIPIO SE ENCUENTRA SIN FLUIDO ELECTRICO,PUBLICABLE,NO,27,GW-HD
76377,La Cumbre,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Energía eléctrica,PERSPECTIVA / SEGUIMIENTO,ATENCION INMEDIATA DE LA EMPRESA CELSIA,PUBLICABLE,NO,27,GW-HD
76400,La Unión,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,AFECTACIÓN REPORTADA,Se encuentran con suministro por carrotanques debido a las afectaciones en SARA BRUT,PUBLICABLE,NO,28,FQ-FX
76400,La Unión,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Acueducto,RESTABLECIMIENTO ESPERADO / PROGRAMADO,"Hoy 11/08/2026 se abastecio con un Carrotanque algunos barrios de la zona urbana. A las 8:00 p.m. entra en operación la planta que se abastece del pozo profundo para abastecer el hospital del municipio y el 70% de la zona urbana. El 30% se abastecera el dia de mañana 12/08/2026 con un carrotanque. Se proyecta mañana 12/08/2026 en la noche, reestablecer la operación del  SARA- BRUT.  ",PUBLICABLE,NO,28,FQ-FX
76400,La Unión,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,28,FY-GF
76400,La Unión,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,28,FY-GF
76400,La Unión,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.",PUBLICABLE,NO,28,GO-GV
76403,La Victoria,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,AFECTACIÓN REPORTADA,"Suspensión temporal del acueducto por daños en tubería del SARA BRUT, una vez se reestablezca el fluido eléctrico se iniciará operaciones del acuedu cto con el pozo de La Dominga",PUBLICABLE,NO,29,FQ-FX
76403,La Victoria,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Acueducto,RESTABLECIMIENTO ESPERADO / PROGRAMADO,"Se proyecta mañana 12/08/2026 en la noche, reestablecer la operación del  SARA- BRUT.  acueductos rurales de mira valle, rivera alta afectacion por caida de tierra ",PUBLICABLE,NO,29,FQ-FX
76403,La Victoria,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,29,FY-GF
76403,La Victoria,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,29,FY-GF
76403,La Victoria,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
",PUBLICABLE,NO,29,GO-GV
76497,Obando,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,AFECTACIÓN REPORTADA,"Redes de distribucion afectadas, Suspensión temporal del acueducto por daños en el Sara Brut, fuente alterna de la quebrada El Naranjo esta en reparación, por problemas meses atrás con muros",PUBLICABLE,NO,30,FQ-FX
76497,Obando,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Acueducto,RESTABLECIMIENTO ESPERADO / PROGRAMADO,"tuberia y materiales

Abastecimiento temporal de agua potable mediante carrotanque en la zona urbana del municipio.

Se proyecta mañana 12/08/2026 en la noche, reestablecer la operación del  SARA- BRUT.  ",PUBLICABLE,NO,30,FQ-FX
76497,Obando,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,30,FY-GF
76497,Obando,ARO Norte - Cartago,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,30,FY-GF
76497,Obando,ARO Norte - Cartago,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,MANEJO EXTRAORDINARIO DE RCD / RESIDUOS,"La recolección de los residuos de construcción y demolición (RCD) se está realizando con apoyo de la Administración Municipal. Los residuos recolectados están siendo trasladados temporalmente a lotes baldíos o predios municipales, debido a las afectaciones o limitaciones en la disposición habitual.
",PUBLICABLE,NO,30,GO-GV
76520,Palmira,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,31,FQ-FX
76520,Palmira,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,31,FQ-FX
76520,Palmira,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,31,FY-GF
76520,Palmira,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,31,FY-GF
76520,Palmira,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Recolección de basuras,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,31,GO-GV
76520,Palmira,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Recolección de basuras,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,31,GO-GV
76563,Pradera,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,32,FQ-FX
76563,Pradera,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Acueducto,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,32,FQ-FX
76563,Pradera,ARO Sur - Cali,DESCRIPCIÓN DE LA AFECTACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,32,FY-GF
76563,Pradera,ARO Sur - Cali,PERSPECTIVA DE RECUPERACIÓN,Alcantarillado,PENDIENTE / SIN INFORMACIÓN,"Se realiza contacto, no se tiene información hasta el momento",PUBLICABLE,NO,32,FY-GF
