CODIGO_MUESTRA,TIPO_SERVICIO_FICHA,FECHA_TOMA_MUESTRA,NUMERO_ACTA,TIPO_MUESTRA,PUNTO_MUESTREO,LUGAR_TOMA_MUESTRA,DIRECCION,DEPARTAMENTO_PUNTO_MUESTREO,MUNICIPIO_PUNTO_MUESTREO,TIPO_LUGAR,CORREGIMIENTO_VEREDA,BARRIO,TIPO_FUENTE,NOMBRE_FUENTE,DEPARTAMENTO_ACUEDUCTO,MUNICIPIO,TIPO_ENTIDAD_PRESTADOR,PRESTADOR,TELEFONO_PRESTADOR,DIRECCION_PRESTADOR,ENTIDAD_REMITE_FICHA,MUESTRA_TOMADA_POR,OBSERVACIONES_FICHA,FECHA_FILTRO_RECEPCION_FICHA,ARO_FICHA,ARCHIVO_FICHA,LOTE_FICHA,RUTA_ARCHIVO_FICHA
20260209-6557-VIG,VIGILANCIA RUTINARIA,09/02/2026,OAR090226-001,Agua tratada,0005,DISPOSITIVO TRATAMIENTO INTRADOMICILIARIO,VIVIENDA ALEXANDER JURADO FINCA EMANUEL,76 - VALLE DEL CAUCA,76497 - OBANDO,RURAL,VDA BUENOS AIRES,,QUEBRADA,LOS ALPES,76 - VALLE DEL CAUCA,76497 - OBANDO,ACUEDUCTO,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA BUENOS AIRES - AGUAS DE BUENOS AIRES,3155931540,VEREDA DE BUENOS AIRES,UESVALLE - ARO CARTAGO,oscar armando rios,,09/02/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260209-6560-VIG,VIGILANCIA RUTINARIA,09/02/2026,OAR090226-002,Agua cruda,0001,GRIFO,coleGIO MARIA ANALIA ORTIZ,76 - VALLE DEL CAUCA,76497 - OBANDO,RURAL,CORR VILLA RODAS,,QUEBRADA,EL SAFIRO/ LA COQUETA,76 - VALLE DEL CAUCA,76497 - OBANDO,ACUEDUCTO,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO VILLARODAS # 1,3165307604,CORREGIMIETO VILLA RODAS,UESVALLE - ARO CARTAGO,OSCAR ARMANDO RIOS,,09/02/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260209-6563-VIG,VIGILANCIA RUTINARIA,09/02/2026,OAR090226-003,Agua cruda,0002,GRIFO,PUESTO DE SALUD,76 - VALLE DEL CAUCA,76497 - OBANDO,RURAL,VILLA RODAS,,QUEBRADA,EL GUAYCO,76 - VALLE DEL CAUCA,76497 - OBANDO,ACUEDUCTO,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO CORREGIMIENTO VILLARODAS # 2,3128802552,CORREGIMIENTO VILLA RODAS,UESVALLE - ARO CARTAGO,OSCAR ARMANDO RIOS,,09/02/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260209-6564-VIG,VIGILANCIA RUTINARIA,09/02/2026,VH048,Agua tratada,76670,GRIFO INSTALADO PUNTO FIJO,CORREGIMIENTO PRESIDENTE VIVIENDA SRA LUZ ANGELA LOPEZ,76 - VALLE DEL CAUCA,76670 - SAN PEDRO,RURAL,CGTO PRESIDENTE,,QUEBRADA,QUEBRADA LA ARTIETA,76 - VALLE DEL CAUCA,76670 - SAN PEDRO,ACUEDUCTO,ACUAVALLE S.A E.SP,3106343201,CRA 4 # 5-38,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REPRESENTANTE LEGAL JORGE ENRIQUE SANCHEZ CERON SE TOMA MUESTRA DE FISICO QUIMICO EN FRASCO AMBAR DE 1000CC, SE REALIZA ANALISIS DE COLOR APARENTE.",09/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260209-6565-VIG,VIGILANCIA RUTINARIA,09/02/2026,VH-043,Agua tratada,76670-4,GRIFO INSTALADO PUNTO FIJO,ESCUELA SAN JUDAS TADEO,76 - VALLE DEL CAUCA,76670 - SAN PEDRO,RURAL,VEREDA GUAYABAL,,QUEBRADA,QUEBRADA LA ARTIETA,76 - VALLE DEL CAUCA,76670 - SAN PEDRO,ACUEDUCTO,ACUAVALLE S.A E.SP,3106343201,CRA 4 # 5-38,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REPRESENTANTE LEGAL: JORGE ENRIQUE SANCHEZ CERON , SE TOMO MUESTRA DE FISICO QUIMICO Y COLOR APARENTE EN FRASCO AMBAR DE 1000 CC, SE REALIZA ANALISIS DE COLOR APARENTE",09/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260209-6567-VIG,VIGILANCIA RUTINARIA,09/02/2026,VH040,Agua tratada,76828-2,GRIFO INSTALADO PUNTO FIJO,CALLE 17 CRA 18 ANCIANATO LA INMACULADA,76 - VALLE DEL CAUCA,76828 - TRUJILLO,URBANO,,LA PAZ,RÍO,CULEBRAS,76 - VALLE DEL CAUCA,76828 - TRUJILLO,ACUEDUCTO,ACUAVALLE S.A E.SP,SD,CALLE 18 # 19-32,UESVALLE - ARO TULUÁ,victor hugo tascon tascon,"rep legal jorge enrique sanchez ceron se toma muestra de fisico quimico y color aparente en frasco ambar de 1000cc, se realiza analsisis de color aparente",09/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260209-6569-VIG,VIGILANCIA RUTINARIA,09/02/2026,VH-039,Agua tratada,76828-1,GRIFO INSTALADO PUNTO FIJO,"CENTRO VIDA CRA 21, CALLE 26",76 - VALLE DEL CAUCA,76828 - TRUJILLO,URBANO,,LA PAZ,RÍO,RIO CULEBRAS,76 - VALLE DEL CAUCA,76828 - TRUJILLO,ACUEDUCTO,ACUAVALLE S.A E.SP,SD,CALLE 18 # 19-32,UESVALLE - ARO TULUÁ,VICTOR HUGO TASCON,"REPRESENTANTE LEGAL: JORGE ENRIQUE SANCHEZ CERON, SE TOMA MUESTRA DE FISIO QUIMICO Y COLOR APARENTE EN FRASCO AMBAR DE 1000 CC, SE REALIZA ANALISIS DE COLOR APARENTE",09/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260209-6571-VIG,VIGILANCIA RUTINARIA,09/02/2026,vh 041,Agua tratada,76616-3,grifo instalado punto fijo,salida riofrio tulua,76 - VALLE DEL CAUCA,76616 - RIOFRÍO,RURAL,vereda el jagual,,RÍO,rio cuancua,76 - VALLE DEL CAUCA,76616 - RIOFRÍO,ACUEDUCTO,ACUAVALLE S.A E.SP,321409204,CRA 9 # 5-58,UESVALLE - ARO TULUÁ,victor hugo tascon,rep legal jorge enrique sanchez ceron se toma muestra de fisico quimico y acolor aparente en fasco ambar de 1000cc se realiza analisis de color aparente,09/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260209-6574-VIG,VIGILANCIA RUTINARIA,09/02/2026,OAR090226-004,Agua cruda,0001,GRIFO,FINCA LA YESSICA,76 - VALLE DEL CAUCA,76497 - OBANDO,RURAL,VEREDA SAN JOSE,,RÍO,MORALES,76 - VALLE DEL CAUCA,76497 - OBANDO,ACUEDUCTO,JUNTA DE ACCION COMUNAL SAN JOSE- OBANDO,SD,SD,UESVALLE - ARO CARTAGO,OSCAR ARMANDO RIOS,,09/02/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260209-6577-VIG,VIGILANCIA RUTINARIA,09/02/2026,02101,Agua tratada,318-8,PUNTO # 318-8,CORREGIMIENTO GUABITAS,76 - VALLE DEL CAUCA,76318 - GUACARÍ,RURAL,GUABITAS,,RÍO,GUABAS,76 - VALLE DEL CAUCA,76318 - GUACARÍ,ACUEDUCTO,ACUAVALLE S.A E.S.P,6022838450,CALLE 9 N 9 - 70,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,09/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260209-6580-VIG,VIGILANCIA RUTINARIA,09/02/2026,02102,Agua tratada,318-1,PUNTO FIJO # 318-1,CALLE 5 # 2-100.,76 - VALLE DEL CAUCA,76318 - GUACARÍ,URBANO,,IV CENTENARIO,RÍO,GUABAS,76 - VALLE DEL CAUCA,76318 - GUACARÍ,ACUEDUCTO,ACUAVALLE S.A E.S.P,6022838450,CALLE 9 N 9 - 70,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,09/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260209-6584-VIG,VIGILANCIA RUTINARIA,09/02/2026,02103,Agua tratada,318-5,PUNTO # 318-5,CALLE 10A LA NUBIA.,76 - VALLE DEL CAUCA,76318 - GUACARÍ,URBANO,,LA NUBIA,RÍO,GUABAS,76 - VALLE DEL CAUCA,76318 - GUACARÍ,ACUEDUCTO,ACUAVALLE S.A E.S.P,6022838450,CALLE 9 N 9 - 70,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 1.,09/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260209-6587-VIG,VIGILANCIA RUTINARIA,09/02/2026,02104,Agua tratada,1,PUNTO SONSO # 1.,CORREGIMIENTO SONSO.,76 - VALLE DEL CAUCA,76318 - GUACARÍ,RURAL,SONSO,,RÍO,GUABAS,76 - VALLE DEL CAUCA,76318 - GUACARÍ,ACUEDUCTO,ACUAVALLE S.A E.S.P,6022838450,CALLE 9 N 9 - 70,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,09/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260209-6589-VIG,VIGILANCIA RUTINARIA,09/02/2026,02105,Agua tratada,318-3,PUNTO #318-3,CARRERA 12 CALLE 9.,76 - VALLE DEL CAUCA,76318 - GUACARÍ,URBANO,,EL LIMONAR,RÍO,GUABAS,76 - VALLE DEL CAUCA,76318 - GUACARÍ,ACUEDUCTO,ACUAVALLE S.A E.S.P,6022838450,CALLE 9 N 9 - 70,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,09/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260209-6604-VIG,VIGILANCIA RUTINARIA,09/02/2026,02106,Agua tratada,306-7,PUNTO FIJO 306-7,VEREDA MOSOCO,76 - VALLE DEL CAUCA,76306 - GINEBRA,RURAL,MOSOCO,,RÍO,GUABAS,76 - VALLE DEL CAUCA,76306 - GINEBRA,ACUEDUCTO,ACUAVALLE S.A ESP,3155247034,CALLE 6 # 4 - 15,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,09/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260209-6605-VIG,VIGILANCIA RUTINARIA,09/02/2026,02107,Agua tratada,306-6,PUNTO FIJO 306-6,VEREDA EL GUABITO,76 - VALLE DEL CAUCA,76306 - GINEBRA,RURAL,EL GUABITO,,RÍO,GUABAS,76 - VALLE DEL CAUCA,76306 - GINEBRA,ACUEDUCTO,ACUAVALLE S.A ESP,3155247034,CALLE 6 # 4 - 15,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,09/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260209-6606-VIG,VIGILANCIA RUTINARIA,09/02/2026,02108,Agua tratada,306-5,PUNTO FIJO 306-5,VEREDA VILLA VANEGAS,76 - VALLE DEL CAUCA,76306 - GINEBRA,RURAL,VILLA VANEGAS,,RÍO,GUABAS,76 - VALLE DEL CAUCA,76306 - GINEBRA,ACUEDUCTO,ACUAVALLE S.A ESP,3155247034,CALLE 6 # 4 - 15,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,09/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260209-6607-VIG,VIGILANCIA RUTINARIA,09/02/2026,02109,Agua tratada,306-1,PUNTO FIJO 306-1,CARRERA 1 NORTE CON CALLE 10,76 - VALLE DEL CAUCA,76306 - GINEBRA,URBANO,,MUNICIPAL,RÍO,GUABAS,76 - VALLE DEL CAUCA,76306 - GINEBRA,ACUEDUCTO,ACUAVALLE S.A ESP,3155247034,CALLE 6 # 4 - 15,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,09/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260209-6608-VIG,VIGILANCIA RUTINARIA,09/02/2026,02110,Agua tratada,306-2,PUNTO FIJO 306-2,CALLE 7 CON CARRERA 4.,76 - VALLE DEL CAUCA,76306 - GINEBRA,URBANO,,SAN JUAN BOSCO,RÍO,GUABAS,76 - VALLE DEL CAUCA,76306 - GINEBRA,ACUEDUCTO,ACUAVALLE S.A ESP,3155247034,CALLE 6 # 4 - 15,UESVALLE - ARO CALI,GUSTAVO ENRIQUE HINESTROZA,Representante legal: Jorge Enrique Sánchez Ceron cc 6319264 tiempo seco. Nota: la muestra de color aparente se entrega en frasco de vidrio ámbar de 1.000 ml. Medición de color aparente en campo = 0.,09/02/2026,Cali,muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv,20260526_2110,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_2110\muestras_fichas_CONSOLIDADO_lote_20260526_2110.csv
20260210-6609-VIG,VIGILANCIA RUTINARIA,10/02/2026,nr-46,Agua tratada,76122-2,"grifo instalado, punto fijo",vivienda janer giraldo,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,RURAL,las delicias,,RÍO,el trato - magdalena,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,ACUEDUCTO,ASOC DE USUARIOS DEL ACUEDUCTO VEREDA LAS DELICIAS,3205581501,LAS DELICIAS,UESVALLE - ARO TULUÁ,natalia raigosa medina,"la muestra de fisicoquimico y color aparente se toma en envase de vidrio de color ambar de 1000ml, rep legal carolina escobar con cc. SE TOMA MUESTRA DUREZA Y CALCIO",10/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260210-6611-VIG,VIGILANCIA RUTINARIA,10/02/2026,lvc10022026-3,Agua tratada,0026,grifo#0026 FCA EL ANGEL,finca el angel,76 - VALLE DEL CAUCA,76020 - ALCALÁ,RURAL,vereda cuchilla parte alta SIS7,,QUEBRADA,el arenal,76 - VALLE DEL CAUCA,76020 - ALCALÁ,ACUEDUCTO,COOPERATIVA MARAVELEZ ALCALA ESP (SISTEMA #7),2004668,CL 4 # 9-28,UESVALLE - ARO CARTAGO,luz mila villada correa,,10/02/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260210-6613-VIG,VIGILANCIA RUTINARIA,10/02/2026,LVC10022026-4,Agua tratada,0002,GRIFO# 0002 FINCA LA JARDINERA,FINCA LA JARDINERA SOBRE LA VIA,76 - VALLE DEL CAUCA,76020 - ALCALÁ,RURAL,V EL CONGAL SISTEMA #1,,QUEBRADA,TIGRILLOS/SANTA TERESA,76 - VALLE DEL CAUCA,76020 - ALCALÁ,ACUEDUCTO,COOPERATIVA MARAVELEZ ALCALA ESP (SISTEMA #1),2004668,CL 4 # 9-28,UESVALLE - ARO CARTAGO,LUZ MILA VILLADA CORREA,,10/02/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260210-6614-VIG,VIGILANCIA RUTINARIA,10/02/2026,NR-42,Agua cruda,76122-2,GRIFO INSTALADO PUNTO FIJO,PREDIO CAROLINA HURTADO,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,RURAL,BARRAGAN ALTO,,RÍO,TOPACIO,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,ACUEDUCTO,JUNTA DEL ACUEDUCTO BARRAGAN ALTO ASUABAL,3105446259,CR 10 7-10,UESVALLE - ARO TULUÁ,NATALIA RAIGOSA,LA MUESTRA DE FISICOQUIMICO Y COLOR APARENTE SE TOMA EN ENVASE DE VIDRIO DE COLOR AMBAR DE 1000ML. REP LEGAL LUIS CARLOS AGUILAR C.C. 6210088 SE TOMA MUESTRA DUREZA Y CALCIO,10/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260210-6616-VIG,VIGILANCIA RUTINARIA,10/02/2026,LVC10022026-2,Agua tratada,0013,GRIFO#0013 SALIDA PTAP,SALIDA PTAP FIME,76 - VALLE DEL CAUCA,76020 - ALCALÁ,RURAL,V LA CAÑA,,QUEBRADA,LOS ANGELES/EL CANGAL,76 - VALLE DEL CAUCA,76020 - ALCALÁ,ACUEDUCTO,COOPERATIVA MARAVELEZ ALCALA ESP (SISTEMA #4),2004668,CLL 4 # 9-28,UESVALLE - ARO CARTAGO,LUZ MILA VILLADA CORREA,,10/02/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
20260210-6617-VIG,VIGILANCIA RUTINARIA,10/02/2026,nr-44,Agua tratada,76122-2,grifo instalado punto fijo,iglesia pentecostal,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,RURAL,san isidro,,POZO,profundo,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,ACUEDUCTO,ASOCIACION JUNTA ADMINISTRADORA AGUAS DE SAN ISIDRO,3194715953,MONTEGRANDE SAN ISIDRO,UESVALLE - ARO TULUÁ,natalia raigosa,"la muestra de fisicoquimico color se toma en envase de vidrio color ambar de 1000ml rep legal lisbeth gomez cc 29328050, la señora LISBETH manifiesta que en los ultimos dias ha llovido mucho por lo que no ha podido clorar desde el viernes SE TOMA MUESTRA DUREZA Y CALCIO",10/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260210-6618-VIG,VIGILANCIA RUTINARIA,10/02/2026,nr-43,Agua tratada,76122-1,"grifo instalado, punto fijo",puesto de salud,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,RURAL,barragan bajo,,QUEBRADA,topacio,76 - VALLE DEL CAUCA,76122 - CAICEDONIA,ACUEDUCTO,ASOCIACION DE USUARIOS ACUEDUCTO BARRAGAN BAJO ASODEABA,3137053917,BARRAGAN BAJO,UESVALLE - ARO TULUÁ,natalia raigosa,la muestra fisicoquimico y color aparente se toma en envase de vidrio de color ambar de 1000 ml representante legal paola bravo con cc66963159 el fontanero manifiesta que ha llovido mucho los ultimos dias SE TOMA MUESTRA DUREZA Y CALCIO,10/02/2026,Tuluá,muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv,20260526_1615,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1615\muestras_fichas_CONSOLIDADO_lote_20260526_1615.csv
20260210-6620-VIG,VIGILANCIA RUTINARIA,10/02/2026,LVC10022026-1,Agua tratada,0017,GRIFO# 0017 VIVIENDA,VIVIENDA CARLOS AGUDELO,76 - VALLE DEL CAUCA,76020 - ALCALÁ,RURAL,V HIGUERON SISTEMA #5,,QUEBRADA,Q EL TEJAR/ BUENA VISTA,76 - VALLE DEL CAUCA,76020 - ALCALÁ,ACUEDUCTO,COOPERATIVA MARAVELEZ ALCALA ESP (SISTEMA #5),3164497301,CL 4 # 9-28,UESVALLE - ARO CARTAGO,LUZ MILA VILLADA CORREA,,10/02/2026,Cartago,muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv,20260526_1510,G:\.shortcut-targets-by-id\1yROfpmz8yE8ttn9XJ1jioWMULcTpV8XA\2026\Agua para consumo\Resultados_muestras\Control_Descargas\Lote_20260526_1510\muestras_fichas_CONSOLIDADO_lote_20260526_1510.csv
